Александр Шляпников, Boulevard Depo - AYOЙ, https://www.youtube.com/watch?v=7QnpXhELJZY, 468913575, 2023-02-02 21:55:09.794767
Александр Шляпников, Hitmaker Frank Dukes on getting sampled by Kanye West, Drake, Madlib & more, https://www.youtube.com/watch?v=aS5qmONlBcY&t=430s, 468913575, 2023-02-02 21:56:47.087687
Александр Шляпников, playboi carti - talk 2 me (prod. racki) extended, https://www.youtube.com/watch?v=yCCTHUW392g, 468913575, 2023-02-02 21:58:54.725342
